id,name
505265,Cheikh Diaby
164011,Mbaye Diagne
101394,Okay Yokuslu
470255,Caleb Taylor
439242,Taylor Gardner-Hickman
444575,Toby King
490094,Tim Iroegbunam
164555,Vladimir Coufal
172841,SaÃ¯d Benrahma
486870,Frederik Alves
461533,Ademipo Odubeko
462384,Jamal Baptiste
232398,Nathan Trott
141569,LÃ©o Bonatini
216208,Matija Sarkic
449988,Fabio Silva
111291,Fernando MarÃ§al
437858,Vitor Ferreira
200402,NÃ©lson Cabral Semedo
225368,Meritan Shabani
448514,Rayan Ait Nouri
443296,Theo Corbeanu
437688,Lewis Richards
481626,Christian Marques
448487,Andreas SÃ¶ndergaard
465551,Nigel Lonwijk
73314,Willian JosÃ© Da Silva
490721,Hugo Bueno
