Name,id,appearances,goals,wins,losses,clean_sheets,goals_conceded,tackles,tackle_success_%,last_man_tackles,blocked_shots,interceptions,clearances,headed_clearance,clearances_off_line,recoveries,duels_won,duels_lost,successful_50/50s,aerial_battles_won,aerial_battles_lost,own_goals,errors_leading_to_goal,assists,passes,passes_per_match,big_chances_created,crosses,cross_accuracy_%,through_balls,accurate_long_balls,yellow_cards,red_cards,fouls,offsides,headed_goals,goals_with_right_foot,goals_with_left_foot,hit_woodwork,big_chances_missed,freekicks_scored,goals_per_match,penalties_scored,shooting_accuracy_%,shots,shots_on_target,catches,goal_kicks,high_claims,penalties_saved,punches,saves,sweeper_clearances,throw_outs,season
Morgan Schneiderlin,42774.0,200.0,13.0,85.0,58.0,0.0,0.0,565.0,75.0,0.0,31.0,472.0,339.0,131.0,0.0,1199.0,1030.0,921.0,80.0,267.0,245.0,0.0,1.0,3.0,9956.0,49.78,7.0,111.0,25.0,20.0,694.0,38.0,3.0,315.0,5.0,3.0,8.0,2.0,2.0,3.0,0.0,0.06,0.0,23.0,123.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ken Sema,157775.0,21.0,1.0,11.0,5.0,0.0,0.0,19.0,42.0,0.0,4.0,8.0,5.0,1.0,0.0,42.0,73.0,108.0,23.0,21.0,25.0,0.0,0.0,2.0,286.0,13.62,2.0,14.0,14.0,0.0,1.0,2.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,31.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Joel Senior,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ryan Sessegnon,184349.0,41.0,2.0,10.0,25.0,0.0,0.0,29.0,62.0,0.0,6.0,22.0,48.0,19.0,0.0,156.0,113.0,177.0,36.0,24.0,45.0,0.0,0.0,6.0,846.0,20.63,6.0,79.0,18.0,5.0,18.0,0.0,0.0,24.0,17.0,0.0,1.0,1.0,1.0,9.0,0.0,0.05,0.0,38.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Meritan Shabani,225368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Xherdan Shaqiri,68312.0,129.0,22.0,53.0,44.0,0.0,0.0,77.0,55.0,0.0,55.0,45.0,15.0,8.0,0.0,480.0,351.0,500.0,127.0,18.0,55.0,0.0,0.0,20.0,3438.0,26.65,36.0,577.0,26.0,60.0,188.0,14.0,0.0,90.0,30.0,1.0,3.0,18.0,4.0,10.0,3.0,0.17,0.0,32.0,198.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Billy Sharp,18867.0,43.0,6.0,10.0,24.0,0.0,0.0,11.0,0.0,0.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,328.0,7.63,6.0,20.0,0.0,0.0,0.0,2.0,1.0,34.0,22.0,1.0,4.0,1.0,1.0,6.0,0.0,0.14,2.0,52.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Luke Shaw,106760.0,194.0,2.0,88.0,44.0,54.0,175.0,323.0,72.0,3.0,33.0,190.0,503.0,243.0,0.0,891.0,975.0,776.0,197.0,299.0,227.0,1.0,1.0,13.0,8461.0,43.61,24.0,653.0,24.0,11.0,206.0,39.0,1.0,190.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jonjo Shelvey,50232.0,244.0,21.0,87.0,98.0,0.0,0.0,297.0,67.0,0.0,116.0,233.0,213.0,77.0,0.0,1288.0,661.0,706.0,154.0,135.0,124.0,0.0,3.0,26.0,10218.0,41.88,34.0,692.0,24.0,69.0,1145.0,40.0,4.0,210.0,12.0,1.0,17.0,3.0,13.0,18.0,1.0,0.09,2.0,30.0,411.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Sam Sherring,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Djibril Sidibé,102747.0,25.0,0.0,9.0,10.0,4.0,30.0,83.0,53.0,2.0,5.0,40.0,33.0,15.0,0.0,148.0,144.0,106.0,14.0,30.0,32.0,0.0,0.0,4.0,948.0,37.92,4.0,68.0,26.0,5.0,54.0,3.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Sidnei Tavares,421796.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Gylfi Sigurdsson,55422.0,318.0,67.0,129.0,121.0,0.0,0.0,376.0,67.0,0.0,219.0,316.0,179.0,49.0,0.0,1128.0,927.0,1323.0,211.0,93.0,257.0,0.0,1.0,50.0,8548.0,26.88,72.0,1460.0,26.0,97.0,226.0,22.0,0.0,214.0,16.0,3.0,50.0,14.0,22.0,34.0,7.0,0.21,12.0,37.0,652.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
David Silva,20664.0,309.0,60.0,214.0,50.0,0.0,0.0,380.0,71.0,0.0,188.0,220.0,109.0,20.0,0.0,1436.0,1197.0,1363.0,363.0,116.0,173.0,0.0,0.0,93.0,18801.0,60.84,119.0,955.0,26.0,310.0,455.0,32.0,0.0,252.0,37.0,1.0,9.0,49.0,16.0,55.0,3.0,0.19,0.0,34.0,552.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ellis Simms,218997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jack Simpson,222434.0,11.0,0.0,2.0,7.0,1.0,17.0,15.0,53.0,0.0,1.0,11.0,38.0,14.0,0.0,46.0,39.0,30.0,4.0,18.0,12.0,1.0,1.0,0.0,334.0,30.36,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Josh Sims,153379.0,20.0,0.0,5.0,9.0,0.0,0.0,8.0,75.0,0.0,7.0,3.0,2.0,0.0,0.0,38.0,39.0,56.0,15.0,7.0,20.0,0.0,0.0,2.0,187.0,9.35,2.0,12.0,17.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,20.0,0.0,43.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jerome Sinclair,133801.0,11.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Moussa Sissoko,45268.0,263.0,14.0,122.0,92.0,0.0,0.0,304.0,78.0,0.0,56.0,187.0,201.0,122.0,0.0,1399.0,1143.0,1481.0,408.0,258.0,356.0,0.0,1.0,24.0,9322.0,35.44,34.0,472.0,22.0,60.0,297.0,40.0,2.0,299.0,24.0,1.0,12.0,1.0,3.0,18.0,0.0,0.05,0.0,32.0,221.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Melvin Sitti,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Oliver Skipp,209042.0,20.0,0.0,14.0,2.0,0.0,0.0,19.0,63.0,0.0,1.0,3.0,8.0,5.0,0.0,40.0,44.0,40.0,4.0,13.0,10.0,0.0,0.0,0.0,383.0,19.15,0.0,0.0,0.0,0.0,11.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Regan Slater,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Callum Slattery,193109.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,75.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,11.0,19.0,1.0,3.0,9.0,0.0,0.0,0.0,31.0,10.33,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Islam Slimani,149828.0,40.0,8.0,14.0,19.0,0.0,0.0,14.0,0.0,0.0,5.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,589.0,14.72,2.0,10.0,0.0,0.0,0.0,2.0,0.0,30.0,15.0,5.0,3.0,0.0,2.0,9.0,0.0,0.2,1.0,40.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
William Smallbone,214466.0,12.0,0.0,5.0,4.0,0.0,0.0,16.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,279.0,23.25,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Chris Smalling,55909.0,219.0,12.0,122.0,56.0,66.0,210.0,283.0,68.0,8.0,32.0,360.0,1287.0,670.0,0.0,897.0,1082.0,629.0,59.0,645.0,324.0,4.0,3.0,2.0,8092.0,36.95,3.0,63.0,35.0,7.0,517.0,18.0,1.0,192.0,14.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Matthew Smith,232241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Emile Smith Rowe,209289.0,27.0,2.0,14.0,8.0,0.0,0.0,17.0,53.0,0.0,4.0,13.0,15.0,9.0,0.0,102.0,69.0,75.0,19.0,6.0,14.0,0.0,0.0,4.0,902.0,33.41,4.0,23.0,13.0,2.0,14.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.07,0.0,50.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Robert Snodgrass,18987.0,171.0,26.0,45.0,83.0,0.0,0.0,282.0,72.0,0.0,81.0,107.0,117.0,41.0,0.0,661.0,908.0,1154.0,158.0,167.0,284.0,0.0,0.0,23.0,4851.0,28.37,36.0,1098.0,27.0,36.0,139.0,32.0,0.0,207.0,28.0,2.0,1.0,23.0,7.0,16.0,6.0,0.15,2.0,35.0,254.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dominic Solanke,154566.0,63.0,4.0,21.0,29.0,0.0,0.0,23.0,0.0,0.0,22.0,12.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,727.0,11.54,5.0,10.0,0.0,0.0,0.0,1.0,0.0,30.0,6.0,1.0,3.0,0.0,3.0,12.0,0.0,0.06,0.0,29.0,65.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Son Heung-Min,85971.0,201.0,72.0,114.0,48.0,0.0,0.0,141.0,0.0,0.0,114.0,71.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4853.0,24.14,45.0,400.0,0.0,0.0,0.0,4.0,2.0,80.0,113.0,4.0,41.0,27.0,16.0,38.0,1.0,0.36,1.0,44.0,428.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Andreas Söndergaard,448487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Elias Sorensen,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Pape Souaré,79228.0,48.0,0.0,18.0,22.0,8.0,57.0,50.0,74.0,0.0,3.0,106.0,147.0,39.0,0.0,236.0,153.0,132.0,21.0,38.0,38.0,1.0,0.0,1.0,1488.0,31.0,7.0,185.0,18.0,0.0,95.0,7.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Tomas Soucek,215439.0,57.0,14.0,24.0,18.0,0.0,0.0,125.0,50.0,0.0,22.0,88.0,150.0,98.0,0.0,328.0,511.0,407.0,17.0,322.0,216.0,0.0,0.0,1.0,2268.0,39.79,2.0,12.0,8.0,0.0,113.0,7.0,1.0,83.0,2.0,5.0,7.0,2.0,1.0,4.0,0.0,0.25,0.0,36.0,98.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Çaglar Söyüncü,218031.0,69.0,2.0,33.0,20.0,18.0,77.0,100.0,64.0,1.0,2.0,82.0,284.0,146.0,1.0,334.0,359.0,230.0,25.0,198.0,114.0,0.0,3.0,1.0,4359.0,63.17,2.0,17.0,29.0,0.0,182.0,8.0,1.0,62.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bayli Spencer-Adams,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Julian Speroni,11554.0,93.0,0.0,27.0,46.0,20.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1976.0,21.25,0.0,0.0,0.0,0.0,622.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,801.0,150.0,2.0,19.0,252.0,123.0,167.0,3
Jack Spong,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dennis Srbeny,179587.0,8.0,1.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12,0.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jack Stacey,154131.0,19.0,0.0,4.0,11.0,1.0,27.0,21.0,52.0,0.0,0.0,18.0,54.0,34.0,0.0,88.0,74.0,62.0,16.0,27.0,20.0,0.0,0.0,2.0,601.0,31.63,4.0,36.0,11.0,1.0,28.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Junior Stanislas,56872.0,140.0,26.0,36.0,71.0,0.0,0.0,123.0,64.0,0.0,79.0,72.0,76.0,26.0,0.0,462.0,333.0,476.0,99.0,63.0,133.0,0.0,0.0,14.0,3272.0,23.37,20.0,416.0,18.0,34.0,80.0,8.0,0.0,55.0,22.0,1.0,22.0,3.0,11.0,5.0,1.0,0.19,5.0,36.0,247.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Richard Stearman,18832.0,77.0,1.0,17.0,43.0,11.0,127.0,151.0,71.0,5.0,7.0,102.0,404.0,112.0,3.0,219.0,319.0,235.0,17.0,79.0,66.0,1.0,2.0,0.0,1970.0,25.58,0.0,23.0,22.0,2.0,111.0,18.0,1.0,75.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jason Steele,49262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jed Steer,79852.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,21.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,3.0,2.0,15.0,3
Zack Steffen,164484.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,3
Maarten Stekelenburg,10318.0,55.0,0.0,14.0,28.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1241.0,22.56,0.0,0.0,0.0,0.0,356.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,464.0,60.0,2.0,28.0,152.0,24.0,208.0,3
Michael Stensgaard,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dale Stephens,40845.0,106.0,1.0,25.0,51.0,0.0,0.0,272.0,63.0,0.0,19.0,175.0,153.0,90.0,0.0,745.0,421.0,464.0,36.0,78.0,77.0,0.0,0.0,5.0,4904.0,46.26,4.0,6.0,17.0,7.0,388.0,21.0,1.0,144.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01,0.0,9.0,53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dujon Sterling,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jamie Sterry,181397.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Steve Cook,56917.0,168.0,10.0,51.0,79.0,33.0,286.0,174.0,57.0,3.0,24.0,308.0,1224.0,693.0,4.0,785.0,920.0,513.0,31.0,646.0,347.0,3.0,6.0,2.0,7386.0,43.96,6.0,32.0,9.0,2.0,629.0,24.0,1.0,88.0,5.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Enda Stevens,63426.0,75.0,2.0,20.0,39.0,17.0,103.0,154.0,53.0,0.0,10.0,67.0,165.0,60.0,0.0,409.0,343.0,343.0,83.0,72.0,68.0,0.0,2.0,5.0,2787.0,37.16,11.0,197.0,18.0,2.0,132.0,14.0,0.0,78.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Layton Stewart,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Marco Stiepermann,71738.0,24.0,0.0,3.0,18.0,0.0,0.0,20.0,0.0,0.0,7.0,5.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,16.83,1.0,6.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,32.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
John Stones,97299.0,184.0,5.0,107.0,42.0,57.0,172.0,199.0,72.0,4.0,11.0,209.0,653.0,365.0,4.0,818.0,739.0,350.0,106.0,367.0,193.0,0.0,8.0,0.0,10602.0,57.62,5.0,19.0,26.0,2.0,644.0,7.0,1.0,52.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Stuart Armstrong,91047.0,92.0,12.0,31.0,41.0,0.0,0.0,120.0,67.0,0.0,43.0,47.0,52.0,22.0,0.0,361.0,351.0,442.0,117.0,39.0,69.0,0.0,0.0,10.0,2430.0,26.41,7.0,87.0,18.0,4.0,67.0,9.0,0.0,79.0,11.0,0.0,8.0,4.0,1.0,5.0,0.0,0.13,0.0,32.0,133.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Daniel Sturridge,40755.0,218.0,76.0,110.0,54.0,0.0,0.0,36.0,0.0,0.0,99.0,45.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3612.0,16.57,23.0,168.0,0.0,0.0,0.0,9.0,1.0,61.0,81.0,14.0,14.0,47.0,18.0,57.0,0.0,0.35,2.0,40.0,540.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Denis Suárez,89572.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
