Name,id,appearances,goals,wins,losses,clean_sheets,goals_conceded,tackles,tackle_success_%,last_man_tackles,blocked_shots,interceptions,clearances,headed_clearance,clearances_off_line,recoveries,duels_won,duels_lost,successful_50/50s,aerial_battles_won,aerial_battles_lost,own_goals,errors_leading_to_goal,assists,passes,passes_per_match,big_chances_created,crosses,cross_accuracy_%,through_balls,accurate_long_balls,yellow_cards,red_cards,fouls,offsides,headed_goals,goals_with_right_foot,goals_with_left_foot,hit_woodwork,big_chances_missed,freekicks_scored,goals_per_match,penalties_scored,shooting_accuracy_%,shots,shots_on_target,catches,goal_kicks,high_claims,penalties_saved,punches,saves,sweeper_clearances,throw_outs,season
Alex Iwobi,153133.0,161.0,13.0,74.0,52.0,0.0,0.0,131.0,0.0,0.0,55.0,63.0,51.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4605.0,28.6,27.0,223.0,0.0,0.0,0.0,2.0,0.0,56.0,6.0,2.0,10.0,1.0,4.0,12.0,0.0,0.08,0.0,39.0,178.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
José Izquierdo,167473.0,48.0,5.0,13.0,20.0,0.0,0.0,38.0,0.0,0.0,19.0,21.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,735.0,15.31,4.0,29.0,0.0,0.0,0.0,3.0,0.0,26.0,18.0,0.0,5.0,0.0,0.0,3.0,0.0,0.1,0.0,29.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jaroslaw Jach,185478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ben Jackson,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Phil Jagielka,7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Alireza Jahanbakhsh,165210.0,50.0,2.0,10.0,26.0,0.0,0.0,49.0,0.0,0.0,17.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,621.0,12.42,8.0,77.0,0.0,0.0,0.0,5.0,0.0,28.0,7.0,0.0,2.0,0.0,3.0,2.0,0.0,0.04,0.0,22.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Eldin Jakupovic,11974.0,28.0,0.0,9.0,13.0,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,769.0,27.46,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,269.0,20.0,2.0,15.0,94.0,19.0,110.0,2
Matty James,61604.0,42.0,0.0,12.0,21.0,0.0,0.0,61.0,77.0,0.0,14.0,67.0,62.0,31.0,0.0,197.0,172.0,146.0,25.0,62.0,48.0,0.0,0.0,1.0,1260.0,30.0,3.0,110.0,28.0,2.0,57.0,4.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,42.0,0.0,21.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Daryl Janmaat,52940.0,145.0,8.0,42.0,74.0,20.0,217.0,324.0,73.0,1.0,38.0,226.0,347.0,151.0,0.0,693.0,600.0,527.0,111.0,131.0,120.0,1.0,0.0,14.0,4900.0,33.79,18.0,466.0,22.0,7.0,307.0,20.0,2.0,112.0,14.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Vincent Janssen,165990.0,31.0,2.0,18.0,5.0,0.0,0.0,17.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,234.0,7.55,2.0,11.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,1.0,1.0,1.0,6.0,0.0,0.06,1.0,45.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jazz Richards,-1.0,22.0,0.0,6.0,10.0,3.0,23.0,38.0,74.0,0.0,0.0,34.0,44.0,18.0,0.0,81.0,67.0,73.0,6.0,13.0,23.0,0.0,1.0,1.0,723.0,32.86,1.0,20.0,20.0,1.0,36.0,5.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Carl Jenkinson,80254.0,93.0,3.0,42.0,25.0,18.0,90.0,129.0,72.0,4.0,7.0,74.0,248.0,108.0,0.0,324.0,255.0,271.0,37.0,64.0,78.0,1.0,3.0,5.0,2941.0,31.62,6.0,318.0,15.0,3.0,157.0,6.0,3.0,57.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Moritz Jenz,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jesús Gámez,-1.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,50.0,0.0,0.0,2.0,5.0,3.0,0.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,22.5,0.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jiang Guangtai,-1.0,7.0,0.0,2.0,2.0,1.0,5.0,9.0,89.0,0.0,1.0,6.0,12.0,5.0,0.0,12.0,15.0,11.0,0.0,5.0,2.0,0.0,0.0,0.0,112.0,16.0,0.0,9.0,11.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Raúl Jiménez,102057.0,91.0,34.0,37.0,29.0,0.0,0.0,55.0,0.0,0.0,63.0,52.0,84.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2443.0,26.85,28.0,61.0,0.0,0.0,0.0,9.0,0.0,99.0,61.0,9.0,21.0,4.0,8.0,23.0,0.0,0.37,6.0,33.0,269.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
João Mário,-1.0,13.0,2.0,4.0,5.0,0.0,0.0,14.0,79.0,0.0,4.0,8.0,3.0,2.0,0.0,76.0,58.0,81.0,17.0,7.0,27.0,0.0,0.0,1.0,442.0,34.0,1.0,50.0,22.0,5.0,10.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.15,0.0,25.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
João Moutinho,-1.0,114.0,3.0,43.0,40.0,0.0,0.0,290.0,53.0,0.0,15.0,141.0,82.0,26.0,0.0,720.0,475.0,547.0,43.0,61.0,89.0,0.0,0.0,15.0,5662.0,49.67,18.0,550.0,30.0,16.0,370.0,14.0,1.0,143.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.03,0.0,22.0,58.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
João Virgínia,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,2
Joel Pereira,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,3.0,2
Stefan Johansen,61916.0,12.0,0.0,1.0,9.0,0.0,0.0,10.0,30.0,0.0,0.0,3.0,5.0,3.0,0.0,35.0,17.0,18.0,2.0,3.0,6.0,0.0,0.0,0.0,250.0,20.83,0.0,9.0,11.0,0.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Declan John,-1.0,20.0,0.0,2.0,14.0,2.0,31.0,26.0,77.0,0.0,1.0,10.0,30.0,11.0,0.0,55.0,56.0,55.0,15.0,12.0,24.0,0.0,0.0,0.0,465.0,23.25,1.0,24.0,17.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Tyreece John-Jules,232233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Darnell Johnson,173810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
George Johnston,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Sam Johnstone,101982.0,37.0,0.0,4.0,22.0,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1108.0,29.95,0.0,0.0,0.0,0.0,311.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,296.0,19.0,1.0,23.0,166.0,14.0,182.0,2
Jonathan Dinzeyi,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Curtis Jones,206915.0,32.0,2.0,18.0,6.0,0.0,0.0,20.0,50.0,0.0,9.0,21.0,9.0,4.0,0.0,96.0,75.0,107.0,26.0,16.0,22.0,0.0,0.0,2.0,1092.0,34.12,3.0,7.0,14.0,1.0,25.0,2.0,0.0,21.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.06,0.0,42.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jonny,-1.0,75.0,3.0,29.0,21.0,15.0,78.0,181.0,57.0,0.0,18.0,122.0,89.0,39.0,0.0,354.0,397.0,410.0,65.0,79.0,104.0,0.0,2.0,3.0,2344.0,31.25,3.0,109.0,17.0,2.0,55.0,10.0,0.0,64.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Corey Jordan,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jordan Williams,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jorginho,-1.0,102.0,13.0,56.0,23.0,0.0,0.0,213.0,53.0,0.0,9.0,176.0,88.0,37.0,0.0,723.0,397.0,446.0,48.0,47.0,81.0,0.0,1.0,3.0,7475.0,73.28,15.0,15.0,33.0,54.0,317.0,20.0,0.0,100.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.13,11.0,44.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Joselu,-1.0,68.0,10.0,22.0,32.0,0.0,0.0,50.0,0.0,0.0,17.0,20.0,60.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1180.0,17.35,3.0,23.0,0.0,0.0,0.0,3.0,0.0,54.0,15.0,3.0,6.0,1.0,2.0,16.0,0.0,0.15,0.0,41.0,93.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Juninho Bacuna,204380.0,21.0,1.0,2.0,17.0,0.0,0.0,46.0,63.0,0.0,4.0,23.0,11.0,1.0,0.0,121.0,111.0,126.0,26.0,17.0,22.0,0.0,1.0,0.0,715.0,34.05,3.0,34.0,26.0,6.0,58.0,4.0,0.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,42.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Christian Kabasele,85624.0,94.0,4.0,27.0,46.0,16.0,122.0,119.0,63.0,2.0,11.0,127.0,457.0,249.0,3.0,287.0,430.0,306.0,14.0,250.0,160.0,1.0,0.0,2.0,2462.0,26.19,1.0,12.0,25.0,0.0,199.0,9.0,3.0,89.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Younes Kaboul,37742.0,197.0,12.0,74.0,79.0,37.0,270.0,403.0,74.0,10.0,43.0,432.0,1640.0,641.0,4.0,908.0,1155.0,742.0,124.0,542.0,304.0,3.0,6.0,5.0,6821.0,34.62,5.0,196.0,11.0,12.0,564.0,21.0,6.0,158.0,5.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Elias Kachunga,87428.0,39.0,1.0,7.0,27.0,0.0,0.0,52.0,0.0,0.0,8.0,6.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,635.0,16.28,0.0,39.0,0.0,0.0,0.0,3.0,0.0,44.0,14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,31.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Sullay Kaikai,138009.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.67,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Mattias Kait,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Tomas Kalas,-1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Aboubakar Kamara,197030.0,24.0,3.0,2.0,16.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,14.08,1.0,31.0,0.0,0.0,0.0,3.0,1.0,33.0,7.0,0.0,3.0,0.0,0.0,5.0,0.0,0.12,1.0,48.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Herbie Kane,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
N'Golo Kanté,116594.0,198.0,11.0,116.0,40.0,0.0,0.0,618.0,63.0,0.0,49.0,472.0,209.0,90.0,0.0,1519.0,1049.0,1041.0,216.0,138.0,232.0,0.0,2.0,12.0,10493.0,52.99,18.0,95.0,27.0,29.0,436.0,29.0,0.0,254.0,7.0,0.0,7.0,4.0,0.0,8.0,0.0,0.06,0.0,25.0,131.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Bartosz Kapustka,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Loris Karius,104542.0,29.0,0.0,17.0,4.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,789.0,27.21,0.0,0.0,0.0,0.0,124.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,150.0,14.0,1.0,15.0,51.0,17.0,144.0,2
Orestis Karnezis,-1.0,15.0,0.0,4.0,8.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,373.0,24.87,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,7.0,0.0,4.0,34.0,5.0,31.0,2
Beram Kayal,38490.0,37.0,1.0,11.0,17.0,0.0,0.0,46.0,61.0,0.0,1.0,27.0,33.0,19.0,0.0,110.0,107.0,132.0,16.0,24.0,35.0,0.0,0.0,1.0,498.0,13.46,3.0,15.0,20.0,1.0,17.0,6.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,33.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Olarenwaju Kayode,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Michael Keane,106611.0,192.0,9.0,70.0,76.0,50.0,253.0,190.0,64.0,3.0,19.0,314.0,1148.0,753.0,2.0,792.0,1064.0,671.0,26.0,807.0,472.0,1.0,2.0,6.0,8110.0,42.24,9.0,13.0,23.0,3.0,625.0,17.0,0.0,99.0,5.0,6.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Neeskens Kebano,92259.0,12.0,0.0,0.0,11.0,0.0,0.0,3.0,33.0,0.0,3.0,0.0,3.0,2.0,0.0,15.0,16.0,18.0,7.0,4.0,7.0,0.0,0.0,0.0,65.0,5.42,0.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Naby Keïta,175592.0,57.0,5.0,46.0,4.0,0.0,0.0,88.0,47.0,0.0,16.0,31.0,20.0,8.0,0.0,238.0,193.0,217.0,55.0,22.0,42.0,0.0,0.0,4.0,2139.0,37.53,8.0,16.0,6.0,14.0,38.0,2.0,0.0,51.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,0.09,0.0,41.0,51.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Caoimhin Kelleher,200720.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,6.0,1.0,12.0,2
Martin Kelly,58786.0,154.0,0.0,55.0,63.0,29.0,180.0,336.0,74.0,1.0,8.0,153.0,641.0,312.0,1.0,510.0,647.0,518.0,32.0,240.0,192.0,2.0,6.0,5.0,3823.0,24.82,2.0,210.0,17.0,2.0,202.0,14.0,0.0,117.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Kenedy,-1.0,54.0,4.0,18.0,23.0,0.0,0.0,78.0,0.0,0.0,28.0,61.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1132.0,20.96,4.0,80.0,0.0,0.0,0.0,2.0,0.0,42.0,7.0,0.0,0.0,4.0,5.0,4.0,0.0,0.07,0.0,20.0,70.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Matthew Kennedy,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jonjoe Kenny,153673.0,36.0,0.0,14.0,17.0,6.0,47.0,67.0,78.0,0.0,2.0,47.0,109.0,57.0,0.0,138.0,145.0,122.0,11.0,62.0,43.0,0.0,0.0,2.0,1089.0,30.25,3.0,73.0,23.0,0.0,71.0,3.0,0.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ryan Kent,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ki Sung-Yueng,76542.0,187.0,15.0,55.0,85.0,0.0,0.0,216.0,77.0,0.0,41.0,220.0,208.0,103.0,0.0,890.0,603.0,557.0,84.0,133.0,153.0,0.0,0.0,9.0,7895.0,42.22,11.0,226.0,31.0,22.0,610.0,21.0,0.0,129.0,10.0,2.0,7.0,5.0,3.0,7.0,0.0,0.08,1.0,34.0,168.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Maximilian Kilman,-1.0,27.0,0.0,10.0,10.0,6.0,18.0,38.0,58.0,0.0,3.0,30.0,56.0,30.0,0.0,103.0,90.0,77.0,11.0,36.0,41.0,0.0,1.0,1.0,1131.0,41.89,1.0,1.0,1.0,0.0,32.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
